cluster,gene,expression_1,expression_2,expression_3,expression_4,expression_5,expression_6,expression_7,Pearson_r2,p.adj
0,CG11208,0.02798209153115749,0.0541817806661129,0.04713192582130432,0.0838608592748642,0.09727238863706589,0.09425077587366104,0.1236458495259285,0.961185491994414,0.023643895759849622
0,RhoGEF3,0.5917251110076904,0.6072671413421631,0.6571019291877747,0.6492136716842651,0.690917432308197,0.7480102777481079,0.7505800127983093,0.9726111341746188,0.009993133906620705
1,br,0.3040564060211182,0.3145538866519928,0.307318776845932,0.3510183095932007,0.3485050797462463,0.3589960932731628,0.3914628624916077,0.940909011981038,0.018810026657059758
1,CG11030,0.5973689556121826,0.6120330095291138,0.6335515975952148,0.6161308288574219,0.6941817998886108,0.7625695466995239,0.7631114721298218,0.9268473333816404,0.03264550093139568
1,CG9634,0,0.008406173437833786,0.005001107696443796,0.01566980965435505,0.01995348744094372,0.02402724325656891,0.03275460004806519,0.9712526232159487,0.0031681417162980766
1,D12,0.009017311036586761,0.01610910706222057,0.01837786659598351,0.02882086858153343,0.04495970159769058,0.03257300332188606,0.04403787851333618,0.9131113096767071,0.04816744433304431
1,GlcAT-I,0.08568023145198822,0.08319918811321259,0.07128331810235977,0.05760851874947548,0.04070427268743515,0.03164930269122124,0.01015366055071354,-0.986179057621593,5.282902614066536e-4
1,Nhe3,0.3764061033725739,0.4564386904239655,0.4297884404659271,0.4831024408340454,0.4963086843490601,0.5143483281135559,0.5792669653892517,0.9447144870811987,0.015790058107061706
1,oaf,0.2330537438392639,0.241397351026535,0.291426420211792,0.2770290970802307,0.3882413804531097,0.3963659107685089,0.4105023145675659,0.9475534973249737,0.014027213680657121
1,PsGEF,0.627336323261261,0.6939244866371155,0.7032734751701355,0.7526437640190125,0.7935038208961487,0.7677567005157471,0.7887394428253174,0.9214124177839332,0.03786971333024426
1,Rx,0.06605051457881927,0.06270882487297058,0.05951712280511856,0.06332141906023026,0.05344948917627335,0.05197061598300934,0.05005383491516113,-0.9259835678899005,0.033891798532941136
1,TH1,0.02762675285339355,0.03434315696358681,0.03428547084331512,0.03861817717552185,0.03695634007453918,0.03880579769611359,0.04467647150158882,0.9226998464959988,0.0364067996054572
102,CG15270,0.2762405872344971,0.3359058797359467,0.3986671566963196,0.5880303978919983,0.5619044899940491,0.5666704773902893,0.7350536584854126,0.9504270049695792,0.04026091636308287
102,CG2202,0.05177107825875282,0.0587034784257412,0.02692586928606033,0.02751830965280533,0.01967067271471024,0,0,-0.9460460091379631,0.04535039032670073
102,CG5642,0.2351085543632507,0.3291862308979034,0.308974951505661,0.3723056018352509,0.408600389957428,0.4663725793361664,0.5149356722831726,0.9771453735770121,0.004113698194879757
104,br,0.3612220883369446,0.2914418876171112,0.2600667774677277,0.2825030982494354,0.169857531785965,0.1703657656908035,0.1645409613847733,-0.9323548192206095,0.010717523086936005
104,CG10283,0.2279167622327805,0.1145981401205063,0.1079489663243294,0.05345357954502106,0.08045104891061783,0.04034709930419922,0.02649368532001972,-0.8842407101611798,0.03970889525596164
104,CG10375,0.5398088693618774,0.4004672169685364,0.4301700294017792,0.415813684463501,0.2661173641681671,0.3172794282436371,0.2241640836000443,-0.9103253064987148,0.02145581155370866
104,CG12236,0.06719550490379333,0.1359961330890656,0.2112256288528442,0.1928481757640839,0.1656289249658585,0.2506857216358185,0.3277083039283752,0.894090400257097,0.03251827852584097
104,CG13284,0.1336617767810822,0.09099574387073517,0.09744177758693695,0.1100344210863113,0.07241170853376389,0.05398419871926308,0,-0.8873628319699935,0.03681190191679706
